縣市名稱,鄉鎮市區,學生等級,學校代碼,學校名稱,公/私立,地區屬性,地址,電話,網址,班級數,男教師數,女教師數,男學生數,女學生數,原住民學生比率,上學年男畢業生數,上學年女畢業生數
[07]彰化縣,二林鎮,國小,74743,縣立新生國小,公立,偏遠,[526]彰化縣二林鎮趙甲里鎮平巷59號,(04)8964330,http://www.sssps.chc.edu.tw,6,3,10,28,33,0,1,5
[07]彰化縣,二林鎮,國小,74744,縣立中興國小,公立,偏遠,[526]彰化縣二林鎮華菕里光復路73號,(04)8683458,http://www.scses.chc.edu.tw,6,5,9,63,48,1.8,17,11
[07]彰化縣,二林鎮,國小,74745,縣立原斗國(中)小,公立,偏遠,[526]彰化縣二林鎮原斗里斗苑路一段865號,(04)8902322,http://www.ydps.chc.edu.tw,6,3,9,42,57,0,11,5
[07]彰化縣,二林鎮,國小,74746,縣立萬合國小,公立,偏遠,[526]彰化縣二林鎮萬合里江山巷1號,(04)8902164,http://163.23.91.1,6,6,7,24,23,0,2,2
[07]彰化縣,大城鄉,國小,74747,縣立大城國小,公立,偏遠,[527]彰化縣大城鄉大城村中平路176號,(04)8941135,http://www.dcps.chc.edu.tw,12,11,14,131,136,1.5,35,23
[07]彰化縣,大城鄉,國小,74748,縣立永光國小,公立,偏遠,[527]彰化縣大城鄉公館村青埔路7之8號,(04)8941640,http://www.yges.chc.edu.tw,6,5,7,19,20,0,5,3
[07]彰化縣,大城鄉,國小,74749,縣立西港國小,公立,偏遠,[527]彰化縣大城鄉東港村中央路2號,(04)8941029,http://www.sges.chc.edu.tw,6,3,9,23,29,0,11,9
[07]彰化縣,大城鄉,國小,74750,縣立美豐國小,公立,偏遠,[527]彰化縣大城鄉三豐村東盛路1號,(04)8941660,http://www.mfes.chc.edu.tw,6,4,9,39,28,0,9,6
[07]彰化縣,大城鄉,國小,74751,縣立頂庄國小,公立,偏遠,[527]彰化縣大城鄉頂庄村東厝路63之1號,(04)8941659,http://www.djes.chc.edu.tw,6,7,5,22,15,0,6,5
[07]彰化縣,大城鄉,國小,74752,縣立潭墘國小,公立,偏遠,[527]彰化縣大城鄉潭墘村潭城路1號,(04)8941009,http://www.tcps.chc.edu.tw,6,4,9,25,12,0,7,5
[07]彰化縣,竹塘鄉,國小,74754,縣立田頭國小,公立,偏遠,[525]彰化縣竹塘鄉田頭村光明路60號,(04)8972189,http://www.ttes.chc.edu.tw,6,4,9,33,38,0,3,9
[07]彰化縣,竹塘鄉,國小,74755,縣立民靖國小,公立,偏遠,[525]彰化縣竹塘鄉民靖村文昌路152號,(04)8972693,http://tw.school.uschoolnet.com/?id=es00001553,6,4,10,24,18,0,7,5
[07]彰化縣,竹塘鄉,國小,74756,縣立長安國小,公立,偏遠,[525]彰化縣竹塘鄉長安村東陽路二段123號,(04)8972694,http://www.caes.chc.edu.tw,6,6,7,34,17,1.96,6,12
[07]彰化縣,竹塘鄉,國小,74757,縣立土庫國小,公立,偏遠,[525]彰化縣竹塘鄉土庫村東陽路一段362號,(04)8972140,http://www.tkes.chc.edu.tw,6,2,10,19,17,0,6,5
[07]彰化縣,芳苑鄉,國小,74758,縣立芳苑國小,公立,偏遠,[528]彰化縣芳苑鄉芳苑村斗苑路芳苑段230號,(04)8983993,http://www.fyes.chc.edu.tw,6,8,8,50,46,0,16,13
[07]彰化縣,芳苑鄉,國小,74759,縣立後寮國小,公立,偏遠,[528]彰化縣芳苑鄉後寮村芳寮路30號,(04)8983184,http://www.hles.chc.edu.tw,6,6,6,40,41,2.47,4,4
[07]彰化縣,芳苑鄉,國小,74760,縣立民權國小,公立,偏遠,[528]彰化縣芳苑鄉五俊村新生巷5之1號,(04)8932625,http://www.mces.chc.edu.tw,6,2,11,16,29,2.22,3,4
[07]彰化縣,芳苑鄉,國小,74761,縣立育華國小,公立,偏遠,[528]彰化縣芳苑鄉永興村太平路300號,(04)8933261,http://www.yhes.chc.edu.tw,6,5,4,29,15,0,2,3
[07]彰化縣,芳苑鄉,國小,74762,縣立草湖國小,公立,偏遠,[528]彰化縣芳苑鄉文津村芳草路66號,(04)8933327,http://www.thes.chc.edu.tw,6,4,9,30,24,1.85,2,9
[07]彰化縣,芳苑鄉,國小,74763,縣立建新國小,公立,偏遠,[528]彰化縣芳苑鄉新生村草漢路二段86號,(04)8862328,http://www.jses.chc.edu.tw,6,4,9,41,35,1.32,17,7
[07]彰化縣,芳苑鄉,國小,74764,縣立漢寶國小,公立,偏遠,[528]彰化縣芳苑鄉漢寶村草漢路漢寶段541號,(04)8991062,http://www.hbes.chc.edu.tw,8,8,9,75,83,3.8,13,11
[07]彰化縣,芳苑鄉,國小,74766,縣立新寶國小,公立,偏遠,[528]彰化縣芳苑鄉芳漢路129巷100號,(04)8932885,http://www.sbes.chc.edu.tw,6,5,8,41,28,11.59,10,8
[07]彰化縣,芳苑鄉,國小,74767,縣立路上國小,公立,偏遠,[528]彰化縣芳苑鄉路上村新上路12號,(04)8982014,http://www.lses.chc.edu.tw,6,5,7,18,19,0,4,5
[08]南投縣,埔里鎮,國小,84618,縣立史港國小,公立,偏遠,[545]南投縣埔里鎮史港里獅子路9號,(049)2931521,http://www.skps.ntct.edu.tw,6,5,7,25,29,0,6,6
[08]南投縣,埔里鎮,國小,84621,縣立水尾國小,公立,偏遠,[545]南投縣埔里鎮一新里永豐路92號,(049)2932506,http://www.sups.ntct.edu.tw,6,1,10,19,24,0,2,3
[08]南投縣,埔里鎮,國小,84622,縣立桃源國小,公立,偏遠,[545]南投縣埔里鎮桃米里桃米巷68號,(049)2913450,http://www.twps.ntct.edu.tw,6,5,6,11,18,10.34,3,4
[08]南投縣,埔里鎮,國小,84623,縣立麒麟國小,公立,偏遠,[545]南投縣埔里鎮麒麟里武界路7號,(049)2925941,http://www.klps.ntct.edu.tw,6,4,9,28,21,36.73,4,3
[08]南投縣,埔里鎮,國小,84624,縣立太平國小,公立,偏遠,[545]南投縣埔里鎮合成里西安路三段167巷35號,(049)2931385,http://163.22.96.133/school/,6,6,7,36,29,3.08,8,6
[08]南投縣,埔里鎮,國小,84625,縣立忠孝國小,公立,偏遠,[545]南投縣埔里鎮牛眠里守城路28號,(049)2931582,http://www.csops.ntct.edu.tw,6,5,8,28,30,3.45,6,8
[08]南投縣,草屯鎮,國小,84634,縣立雙冬國小,公立,偏遠,[542]南投縣草屯鎮雙冬里中正路34號,(049)2571362,http://www.stps.ntct.edu.tw,6,7,9,24,33,0,10,4
[08]南投縣,竹山鎮,國小,84645,縣立過溪國小,公立,偏遠,[557]南投縣竹山鎮福興里鯉南路136號,(049)2642573,http://www.kosps.ntct.edu.tw,6,8,3,16,10,0,3,1
[08]南投縣,竹山鎮,國小,84646,縣立大鞍國小,公立,偏遠,[557]南投縣竹山鎮大鞍里竹寮巷21號,(049)2841009,http://www.daps.ntct.edu.tw,6,3,9,17,25,0,4,3
[08]南投縣,竹山鎮,國小,84647,縣立瑞竹國小,公立,偏遠,[557]南投縣竹山鎮瑞竹里鯉南里251號,(049)2711024,http://www.zcps.ntct.edu.tw,6,5,6,10,13,0,4,2
[08]南投縣,竹山鎮,國小,84648,縣立秀林國小,公立,偏遠,[557]南投縣竹山鎮頂林路456號,(049)2647285,http://a95.ntct.edu.tw/bin/home.php,4,3,5,13,11,0,3,2
[08]南投縣,竹山鎮,國小,84650,縣立鯉魚國小,公立,偏遠,[557]南投縣竹山鎮鯉魚里鯉行路92號,(049)2644984,http://www.liwps.ntct.edu.tw/bin/home.php,5,2,8,13,15,0,4,2
[08]南投縣,竹山鎮,國小,84651,縣立桶頭國小,公立,偏遠,[557]南投縣竹山鎮鯉南路312之1號,(049)2711034,http://www.ttps.ntct.edu.tw,5,4,6,7,15,0,1,4
[08]南投縣,鹿谷鄉,國小,84668,縣立鹿谷國小,公立,偏遠,[558]南投縣鹿谷鄉鹿谷村中正路2段174號,(049)2752048,http://www.lkps.ntct.edu.tw,13,9,18,77,72,0,14,14
[08]南投縣,鹿谷鄉,國小,84669,縣立秀峰國小,公立,偏遠,[558]南投縣鹿谷鄉秀峰村仁愛路152號,(049)2671953,http://www.sfps.ntct.edu.tw/bin/home.php,5,4,6,8,12,0,2,2
[08]南投縣,鹿谷鄉,國小,84670,縣立文昌國小,公立,偏遠,[558]南投縣鹿谷鄉竹林村光復路96號,(049)2676305,http://www.wces.ntct.edu.tw/bin/home.php,6,4,8,42,40,4.88,13,12
[08]南投縣,鹿谷鄉,國小,84671,縣立鳳凰國小,公立,偏遠,[558]南投縣鹿谷鄉鳳凰村仁義路35之1號,(049)2752214,http://www.fwps.ntct.edu.tw,6,5,8,31,27,0,5,5
[08]南投縣,鹿谷鄉,國小,84672,縣立內湖國小,公立,偏遠,[558]南投縣鹿谷鄉內湖村興產路51號,(049)2752437,http://www.nwps.ntct.edu.tw,6,4,9,20,17,2.7,0,3
[08]南投縣,鹿谷鄉,國小,84673,縣立初鄉國小,公立,偏遠,[558]南投縣鹿谷鄉初鄉村仁愛路259號,(049)2752513,http://www.ches.ntct.edu.tw,6,6,6,23,15,0,3,4
[08]南投縣,鹿谷鄉,國小,84674,縣立瑞田國小,公立,偏遠,[558]南投縣鹿谷鄉瑞田村仁愛路80號,(049)2671284,http://www.ztps.ntct.edu.tw,6,5,5,16,14,0,5,2
[08]南投縣,鹿谷鄉,國小,84676,縣立廣興國小,公立,偏遠,[558]南投縣鹿谷鄉廣興村興產路97號,(049)2752014,http://www.knsps.ntct.edu.tw,6,5,7,43,35,1.28,6,5
[08]南投縣,中寮鄉,國小,84678,縣立爽文國小,公立,偏遠,[541]南投縣中寮鄉爽文村龍南路159號,(049)2601003,http://www.swps.ntct.edu.tw,6,8,4,22,20,0,6,5
[08]南投縣,中寮鄉,國小,84679,縣立永樂國小,公立,偏遠,[541]南投縣中寮鄉福盛村永樂路88號,(049)2691473,http://www.ulps.ntct.edu.tw,6,5,7,19,19,0,2,4
[08]南投縣,中寮鄉,國小,84681,縣立清水國小,公立,偏遠,[541]南投縣中寮鄉清水村瀧林巷3號,(049)2601079,http://www.chs.ntct.edu.tw,6,4,8,26,26,1.92,6,5
[08]南投縣,中寮鄉,國小,84683,縣立永和國小,公立,偏遠,[541]南投縣中寮鄉龍南路321之1號,(049)2601068,http://www.uhps.ntct.edu.tw,6,4,7,12,6,0,4,0
[08]南投縣,中寮鄉,國小,84684,縣立廣福國小,公立,偏遠,[541]南投縣中寮鄉廣福村內城巷3之2號,(049)2691464,http://www.kfps.ntct.edu.tw/bin/home.php,6,5,7,20,22,0,3,1
[08]南投縣,魚池鄉,國小,84687,縣立魚池國小,公立,偏遠,[555]南投縣魚池鄉魚池村瓊文巷41號,(049)2895537,http://www.yces.ntct.edu.tw,12,10,13,103,76,2.23,15,22
[08]南投縣,魚池鄉,國小,84688,縣立頭社國小,公立,偏遠,[555]南投縣魚池鄉頭社村平和巷105號,(049)2861237,http://www.tsps.ntct.edu.tw,6,3,10,12,11,0,4,2
[08]南投縣,魚池鄉,國小,84689,縣立東光國小,公立,偏遠,[555]南投縣魚池鄉東光村慶隆巷36號,(049)2880584,http://www.tkps.ntct.edu.tw,6,5,7,20,18,5.26,10,7
[08]南投縣,魚池鄉,國小,84690,縣立五城國小,公立,偏遠,[555]南投縣魚池鄉五城村華龍巷1之2號,(049)2896455,http://www.wcps.ntct.edu.tw/bin/home.php,6,3,9,13,16,3.45,3,4
[08]南投縣,魚池鄉,國小,84691,縣立明潭國小,公立,偏遠,[555]南投縣魚池鄉水社村中山路190號,(049)2855045,http://www.mtps.ntct.edu.tw,5,3,7,17,12,0,1,3
[08]南投縣,魚池鄉,國小,84693,縣立新城國小,公立,偏遠,[555]南投縣魚池鄉新城村通文巷7之1號,(049)2895724,http://www.scps.ntct.edu.tw,7,6,8,73,62,4.44,13,12
[08]南投縣,魚池鄉,國小,84694,縣立德化國小,公立,特偏,[555]南投縣魚池鄉日月村中正路211巷1號,(049)2850441,http://www.dchps.ntct.edu.tw,6,5,7,18,18,30.56,1,2
[08]南投縣,魚池鄉,國小,84695,縣立共和國小,公立,偏遠,[555]南投縣魚池鄉共和村五馬巷57之1號,(049)2880608,http://www.khrps.ntct.edu.tw/bin/home.php,6,6,7,14,17,3.23,6,2
[08]南投縣,國姓鄉,國小,84696,縣立國姓國小,公立,偏遠,[544]南投縣國姓鄉石門村國姓路311號,(049)2721018,http://www.ksps.ntct.edu.tw,10,6,14,111,87,2.53,22,20
[08]南投縣,國姓鄉,國小,84697,縣立北山國小,公立,偏遠,[544]南投縣國姓鄉中正路4段119-1號,(049)2451935,http://www.psps.ntct.edu.tw,6,5,9,34,37,1.41,9,3
[08]南投縣,國姓鄉,國小,84698,縣立北港國小,公立,特偏,[544]南投縣國姓鄉北港村國姓路63號,(049)2461345,http://www.bkps.ntct.edu.tw/bin/home.php,6,5,7,40,30,21.43,10,6
[08]南投縣,國姓鄉,國小,84699,縣立福龜國小,公立,偏遠,[544]南投縣國姓鄉福龜村長壽巷83號,(049)2721019,http://www.vkps.ntct.edu.tw,6,6,5,21,19,0,5,2
[08]南投縣,國姓鄉,國小,84700,縣立長流國小,公立,特偏,[544]南投縣國姓鄉長流村大長路559號,(049)2431006,http://www.clps.ntct.edu.tw,6,4,8,24,21,2.22,9,5
[08]南投縣,國姓鄉,國小,84701,縣立南港國小,公立,偏遠,[544]南投縣國姓鄉南港路112之8號,(049)2451937,http://www.nkes.ntct.edu.tw,4,6,2,9,7,0,1,1
[08]南投縣,國姓鄉,國小,84702,縣立育樂國小,公立,偏遠,[544]南投縣國姓鄉柑林村中正路2段223號,(049)2721274,http://www.wlps.ntct.edu.tw/bin/home.php,6,7,4,16,17,0,6,2
[08]南投縣,國姓鄉,國小,84703,縣立港源國小,公立,偏遠,[544]南投縣國姓鄉南港村港頭巷60號,(049)2451933,http://www.kwps.ntct.edu.tw,6,4,7,7,12,0,2,2
[08]南投縣,國姓鄉,國小,84704,縣立長福國小,公立,特偏,[544]南投縣國姓鄉長福村大長路71號,(049)2431295,http://www.cfups.ntct.edu.tw,6,4,8,16,11,3.7,8,2
[08]南投縣,國姓鄉,國小,84705,縣立乾峰國小,公立,偏遠,[544]南投縣國姓鄉乾溝村中西巷3號,(049)2721385,http://www.cfps.ntct.edu.tw,6,5,6,16,22,2.63,0,6
[08]南投縣,水里鄉,國小,84707,縣立郡坑國小,公立,偏遠,[553]南投縣水里鄉上安村水信路3段303巷8號,(049)2821421,http://www.gkps.ntct.edu.tw,6,3,9,19,13,3.13,1,3
[08]南投縣,水里鄉,國小,84708,縣立民和國小,公立,偏遠,[553]南投縣水里鄉民和村文明路70號,(049)2741140,http://www.mhps.ntct.edu.tw,6,4,8,17,13,60,4,1
[08]南投縣,水里鄉,國小,84709,縣立新興國小,公立,偏遠,[553]南投縣水里鄉新興村新興巷15號,(049)2811187,http://www.sseps.ntct.edu.tw/,6,3,7,15,10,0,5,2
[08]南投縣,水里鄉,國小,84711,縣立永興國小,公立,偏遠,[553]南投縣水里鄉永興村林朋巷148號,(049)2772545,http://www.usps.ntct.edu.tw,6,7,5,21,19,5,3,2
[08]南投縣,信義鄉,國小,84716,縣立信義國小,公立,特偏,[556]南投縣信義鄉明德村玉山路24號,(049)2791263,http://www.hips.ntct.edu.tw/bin/home.php,7,5,9,30,24,62.96,5,6
[08]南投縣,信義鄉,國小,84717,縣立羅娜國小,公立,極偏,[556]南投縣信義鄉羅娜村信義巷一鄰73號,(049)2831327,http://www.lnps.ntct.edu.tw/bin/home.php,6,5,8,44,54,96.94,4,7
[08]南投縣,信義鄉,國小,84718,縣立同富國小,公立,極偏,[556]南投縣信義鄉同富村同和巷4號,(049)2701503,http://www.tfups.ntct.edu.tw,7,6,10,82,61,63.64,14,10
[08]南投縣,信義鄉,國小,84719,縣立愛國國小,公立,特偏,[556]南投縣信義鄉愛國村愛國巷108號,(049)2791465,http://www.akps.ntct.edu.tw,6,8,5,32,15,8.51,5,6
[08]南投縣,信義鄉,國小,84720,縣立人和國小,公立,特偏,[556]南投縣信義鄉人和村民生巷3號,(049)2773259,http://www.zhes.ntct.edu.tw,6,5,7,41,33,100,6,11
[08]南投縣,信義鄉,國小,84721,縣立地利國小,公立,特偏,[556]南投縣信義鄉地利村開信巷17號,(049)2741254,http://www.dlps.ntct.edu.tw,6,6,6,28,31,91.53,3,8
[08]南投縣,信義鄉,國小,84722,縣立東埔國小,公立,極偏,[556]南投縣信義鄉東埔村開高巷63號,(049)2701340,http://www.tpups.ntct.edu.tw/bin/home.php,6,2,11,26,16,97.62,7,4
[08]南投縣,信義鄉,國小,84724,縣立潭南國小,公立,極偏,[556]南投縣信義鄉潭南村和平巷49號,(049)2741381,http://www.tnps.ntct.edu.tw,6,5,7,38,36,97.3,3,3
[08]南投縣,信義鄉,國小,84727,縣立桐林國小,公立,極偏,[556]南投縣信義鄉同富村太平巷18號,(049)2701483,http://www.tlps.ntct.edu.tw,6,4,9,14,9,0,2,5
[08]南投縣,信義鄉,國小,84728,縣立隆華國小,公立,極偏,[556]南投縣信義鄉神木村民和巷65-6號,(049)2701478,http://a164.ntct.edu.tw/bin/home.php,6,4,7,15,14,17.24,1,3
[08]南投縣,信義鄉,國小,84729,縣立新鄉國小,公立,極偏,[556]南投縣信義鄉新鄉村80號,(049)2831591,http://a165.ntct.edu.tw/bin/home.php,6,6,7,31,26,100,9,4
[08]南投縣,信義鄉,國小,84730,縣立久美國小,公立,極偏,[556]南投縣信義鄉望美村美信巷54號,(049)2831506,http://www.loxa.edu.tw/schoolweb.html?webId=581,6,5,9,22,26,100,2,2
[08]南投縣,信義鄉,國小,84731,縣立雙龍國小,公立,極偏,[556]南投縣信義鄉雙龍村光復巷4號,(049)2741325,http://www.sles.ntct.edu.tw,6,3,9,22,33,100,3,5
[08]南投縣,信義鄉,國小,84732,縣立豐丘國小,公立,極偏,[556]南投縣信義鄉豐丘村高平巷77號,(049)2791723,http://www.fcps.ntct.edu.tw,6,4,6,13,14,96.3,2,3
[08]南投縣,仁愛鄉,國小,84733,縣立仁愛國小,公立,極偏,[546]南投縣仁愛鄉大同村山農巷5號,(049)2802373,http://www.raes.ntct.edu.tw,6,5,10,24,38,80.65,8,1
[08]南投縣,仁愛鄉,國小,84734,縣立親愛國小,公立,極偏,[546]南投縣仁愛鄉親愛村高平路3號,(049)2974033,http://www.caps.ntct.edu.tw,12,8,15,54,43,88.66,10,9
[08]南投縣,仁愛鄉,國小,84735,縣立法治國小,公立,極偏,[546]南投縣仁愛鄉法治村界山巷6號,(049)2977061,http://www.fzps.ntct.edu.tw,6,6,6,40,38,97.44,11,8
[08]南投縣,仁愛鄉,國小,84736,縣立合作國小,公立,極偏,[546]南投縣仁愛鄉合作村平生路23號,(049)2970063,http://www.hzps.ntct.edu.tw,6,3,9,17,17,100,6,3
[08]南投縣,仁愛鄉,國小,84737,縣立互助國小,公立,極偏,[546]南投縣仁愛鄉互助村中華路19號,(049)2941016,http://www.hgps.ntct.edu.tw/,6,5,7,32,25,98.25,4,6
[08]南投縣,仁愛鄉,國小,84738,縣立力行國小,公立,極偏,[546]南投縣仁愛鄉力行村新望洋67號,(049)2955078,http://www.lhes.ntct.edu.tw,10,11,9,22,13,100,2,2
[08]南投縣,仁愛鄉,國小,84739,縣立南豐國小,公立,極偏,[546]南投縣仁愛鄉南豐村楓林路3號,(049)2920037,http://www.nfps.ntct.edu.tw,6,4,9,20,19,87.18,3,3
[08]南投縣,仁愛鄉,國小,84740,縣立中正國小,公立,極偏,[546]南投縣仁愛鄉中正村平等巷114號,(049)2925114,http://www.ccheps.ntct.edu.tw,6,6,5,42,47,100,5,7
[08]南投縣,仁愛鄉,國小,84741,縣立廬山國小,公立,極偏,[546]南投縣仁愛鄉精英村中華巷19號,(049)2970385,http://a175.ntct.edu.tw,6,7,6,26,20,100,3,0
[08]南投縣,仁愛鄉,國小,84742,縣立發祥國小,公立,極偏,[546]南投縣仁愛鄉發祥村光復巷24號,(049)2955030,http://www.fsnps.ntct.edu.tw,6,6,5,4,7,100,1,3
[08]南投縣,仁愛鄉,國小,84743,縣立萬豐國小,公立,極偏,[546]南投縣仁愛鄉萬豐村清華巷8號,(049)2974123,http://www.wfps.ntct.edu.tw,6,4,7,32,34,93.94,6,2
[08]南投縣,仁愛鄉,國小,84744,縣立都達國小,公立,極偏,[546]南投縣仁愛鄉都達村法觀路17號,(049)2970053,http://www.tdps.ntct.edu.tw/,6,6,7,24,15,100,1,2
[08]南投縣,仁愛鄉,國小,84745,縣立春陽國小,公立,極偏,[546]南投縣仁愛鄉春陽村永樂巷58號,(049)2802573,http://www.cwps.ntct.edu.tw/bin/home.php,6,4,7,33,30,100,2,7
[08]南投縣,仁愛鄉,國小,84746,縣立紅葉國小,公立,極偏,[546]南投縣仁愛鄉發祥村仁盛路70號,(049)2955075,http://www.hyps.ntct.edu.tw,6,4,7,8,12,100,1,2
[08]南投縣,仁愛鄉,國小,84747,縣立清境國小,公立,極偏,[546]南投縣仁愛鄉定遠新村24號,(049)2802572,http://www.cgps.ntct.edu.tw/bin/home.php,6,4,5,17,27,40.91,6,4
[09]雲林縣,古坑鄉,國小,94615,縣立華山國小,公立,偏遠,[646]雲林縣古坑鄉華山村41號,(05)5901243,http://www.hses.ylc.edu.tw,6,7,5,17,26,0,1,3
[09]雲林縣,古坑鄉,國小,94617,縣立桂林國小,公立,偏遠,[646]雲林縣古坑鄉桂林村95號,(05)5901048,http://www.gles.ylc.edu.tw,6,5,8,25,17,4.76,5,6
[09]雲林縣,古坑鄉,國小,94618,縣立樟湖生態國(中)小,公立,偏遠,[646]雲林縣古坑鄉樟湖村石橋50-2號,(05)5811044,https://sites.google.com/site/newjhanghu/,6,5,6,26,19,0,9,7
[09]雲林縣,古坑鄉,國小,94619,縣立草嶺生態地質國小,公立,特偏,[646]雲林縣古坑鄉草嶺村56-8號,(05)5831010,http://tw.school.uschoolnet.com/?id=es00002075,6,5,6,10,6,0,3,3
[09]雲林縣,古坑鄉,國小,94620,縣立華南國小,公立,偏遠,[646]雲林縣古坑鄉華南村28號,(05)5901529,http://www.hnes.ylc.edu.tw,6,5,8,50,39,2.25,9,6
[09]雲林縣,古坑鄉,國小,94621,縣立興昌國小,公立,偏遠,[646]雲林縣古坑鄉崁腳村南昌路6號,(05)5821060,http://www.scps.ylc.edu.tw,6,8,5,20,14,0,3,2
[09]雲林縣,古坑鄉,國小,94622,縣立山峰華德福實小,公立,特偏,[646]雲林縣古坑鄉荷苞村山峰17號,(05)5822075,http://tw.school.uschoolnet.com/?id=es00002076,6,4,9,55,41,0,10,11
[09]雲林縣,林內鄉,國小,94628,縣立成功國小,公立,偏遠,[643]雲林縣林內鄉坪頂村1號,(05)5892090,http://www.ckes.ylc.edu.tw,6,6,5,11,9,0,0,3
[09]雲林縣,莿桐鄉,國小,94640,縣立六合國小,公立,偏遠,[647]雲林縣莿桐鄉六合村東興路63號,(05)5712810,http://www.lhes.ylc.edu.tw,6,3,9,48,48,0,6,11
[09]雲林縣,大埤鄉,國小,94644,縣立舊庄國小,公立,偏遠,[631]雲林縣大埤鄉怡然村怡然路92號,(05)5912094,http://www.jjes.ylc.edu.tw,6,6,5,37,54,0,14,11
[09]雲林縣,大埤鄉,國小,94645,縣立仁和國小,公立,偏遠,[631]雲林縣大埤鄉豐岡村仁和路4號,(05)5912454,http://www.zhes.ylc.edu.tw,6,4,8,26,27,1.89,7,7
[09]雲林縣,大埤鄉,國小,94646,縣立嘉興國小,公立,偏遠,[631]雲林縣大埤鄉嘉興村嘉興路65號,(05)5912434,http://www.jsps.ylc.edu.tw,6,6,5,28,23,1.96,7,4
[09]雲林縣,虎尾鎮,國小,94652,縣立光復國小,公立,偏遠,[632]雲林縣虎尾鎮墾地里光復莊11鄰39號,(05)6326257,http://www.gfps.ylc.edu.tw,6,6,6,34,25,1.69,6,8
[09]雲林縣,土庫鎮,國小,94660,縣立馬光國小,公立,偏遠,[633]雲林縣土庫鎮西平里馬光路174號,(05)6653864,http://www.mkps.ylc.edu.tw,12,9,16,151,126,0,33,28
[09]雲林縣,土庫鎮,國小,94661,縣立埤腳國小,公立,偏遠,[633]雲林縣土庫鎮埤腳里56號,(05)6622204,http://www.pjes.ylc.edu.tw,6,3,9,29,23,0,1,1
[09]雲林縣,土庫鎮,國小,94662,縣立後埔國小,公立,偏遠,[633]雲林縣土庫鎮後埔里241號,(05)6650483,http://163.27.214.193/,7,4,11,55,62,0,10,5
[09]雲林縣,土庫鎮,國小,94663,縣立秀潭國小,公立,偏遠,[633]雲林縣土庫鎮奮起里秀潭9號,(05)6622004,http://www.stes.ylc.edu.tw,6,5,6,10,10,0,2,2
[09]雲林縣,土庫鎮,國小,94664,縣立新庄國小,公立,偏遠,[633]雲林縣土庫鎮新庄里南新庄1號,(05)6652874,http://www.sjes.ylc.edu.tw,6,5,7,18,15,0,7,2
[09]雲林縣,土庫鎮,國小,94665,縣立宏崙國小,公立,偏遠,[633]雲林縣土庫鎮崙內里果圍41號,(05)6653824,http://www.hlps.ylc.edu.tw,6,6,5,30,29,0,6,6
[09]雲林縣,褒忠鄉,國小,94666,縣立褒忠國小,公立,偏遠,[634]雲林縣褒忠鄉埔姜村中勝路72號,(05)6972054,http://www.bcps.ylc.edu.tw,17,18,17,232,180,0.73,43,53
[09]雲林縣,褒忠鄉,國小,94667,縣立龍巖國小,公立,偏遠,[634]雲林縣褒忠鄉民生路28巷15號,(05)6972454,http://www.lyes.ylc.edu.tw,6,7,4,29,20,0,10,5
[09]雲林縣,褒忠鄉,國小,94668,縣立復興國小,公立,偏遠,[634]雲林縣褒忠鄉新湖村復興路71號,(05)6972490,http://www.fhes.ylc.edu.tw,6,3,8,27,25,1.92,5,5
[09]雲林縣,褒忠鄉,國小,94669,縣立潮厝國小,公立,偏遠,[634]雲林縣褒忠鄉潮厝村96號,(05)6972644,http://www.ctes.ylc.edu.tw,6,2,11,58,46,0,9,10
[09]雲林縣,東勢鄉,國小,94670,縣立東勢國小,公立,偏遠,[635]雲林縣東勢鄉東南村東榮路29巷9號,(05)6991036,http://www.tsps.ylc.edu.tw,10,10,11,105,107,0,29,25
[09]雲林縣,東勢鄉,國小,94671,縣立安南國小,公立,偏遠,[635]雲林縣東勢鄉安南村安南路109號,(05)6991454,http://www.anes.ylc.edu.tw,6,5,6,42,29,2.82,8,9
[09]雲林縣,東勢鄉,國小,94672,縣立明倫國小,公立,偏遠,[635]雲林縣東勢鄉月眉村中山路10號,(05)6991504,http://www.miles.ylc.edu.tw,6,7,5,25,25,0,2,2
[09]雲林縣,東勢鄉,國小,94673,縣立同安國小,公立,偏遠,[635]雲林縣東勢鄉同安路67號,(05)6991244,http://www.taes.ylc.edu.tw,6,8,5,31,22,0,7,6
[09]雲林縣,東勢鄉,國小,94674,縣立龍潭國小,公立,偏遠,[635]雲林縣東勢鄉龍潭村信義路1號,(05)6991414,http://www.ltes.ylc.edu.tw,6,2,10,19,16,0,5,4
[09]雲林縣,臺西鄉,國小,94675,縣立臺西國小,公立,偏遠,[636]雲林縣臺西鄉台西村民權路9號,(05)6982045,http://www.tsies.ylc.edu.tw,15,9,21,167,118,0.35,27,25
[09]雲林縣,臺西鄉,國小,94676,縣立崙豐國小,公立,偏遠,[636]雲林縣臺西鄉永豐村崙豐路42號,(05)6982142,http://www.lfes.ylc.edu.tw,12,8,16,139,118,0,30,20
[09]雲林縣,臺西鄉,國小,94677,縣立泉州國小,公立,偏遠,[636]雲林縣臺西鄉牛厝村舊泉州20號,(05)6982145,http://www.cjps.ylc.edu.tw,6,7,5,29,34,0,5,3
[09]雲林縣,臺西鄉,國小,94678,縣立新興國小,公立,偏遠,[636]雲林縣臺西鄉和豐村復興路53號,(05)6900143,http://163.27.202.2/xoops232/index.php,6,4,8,24,17,0,10,4
